"","V1","V2","V3"
"1",-2.52734358090139,-4.76809530271224,-4.79903266355193
"2",4.96478038692725,-2.90507731427296,-0.547156524971755
"3",-0.845865423052401,-3.0176940209608,-2.06690342097607
"4",2.2308624200931,-1.99279969626731,-2.46258955620834
"5",0.126867123544491,-2.11540668126604,-1.54698451127676
"6",1.32308928030811,-0.660287107732449,0.451544033208865
"7",6.51403539817432,3.19720144614645,5.48060271459146
"8",-1.01603923521127,-2.75990126538193,-1.82578837256691
"9",-1.33916648938864,-3.02120543526524,-2.5808658531819
"10",6.51673910052271,3.01308580534992,5.28592949751409
"11",0.740008751461934,-2.68009973388344,-0.592817378364924
